Question,Answer,Origin
"For the statement, ""Which was OK with him really, as the majority of his time now was spent on playing computer games suitable for children aged 12 and up"", does the hypothesis ""He spent most of his time playing computer games"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Stone throwing and petrol bombing were early weapons, but subsequently the Palestinian Fundamentalist movement Hamas took to other forms of anti-Jewish violence, such as the 1994 suicide bombing of a Tel Aviv bus which resulted in the death of 22 people"", does the hypothesis ""Hamas was generally much nicer to other non Jewish groups"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""Adrin jerked a moment and wobbled"", does the hypothesis ""Adrin was steady and even-keeled"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Oh, yes, sir, whose else's could it be?"", does the hypothesis ""Whose could it be?"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""The Washington Post added that even the Pentagon --Loral's initial accuser!"", does the hypothesis ""The Washington Post added that even the Pentagon --Loral's fifteenth accuser!"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""They are descendants of outcasts employed to perform the originally taboo and still disdained trades of butchery, leatherwork, garbage collection, and the handling of corpses"", does the hypothesis ""The descendants of outcasts are looked down upon and punished by forcing them into unwanted trades"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""Today couples who are nostalgic for the more romantic days of Gretna Green's past still come to The Old Blacksmith's Shop to exchange their vows, though they now participate in a legal marriage ceremony"", does the hypothesis ""The tradition of Gretna Green's marriage is still kept by some"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""There are vestiges of the rum distillery, cattle pens, and a large pimento barbecue for roasting allspice berries"", does the hypothesis ""A rum distillery has never operated in the area"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Britain won Canada and everything east of the Mississippi, including Spanish Florida"", does the hypothesis ""The United States lost Canada and Spanish Florida"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""Even Epstein seems to recognize we need some when he accepts laws stopping people from selling themselves into slavery or selling a vital organ such as their heart"", does the hypothesis ""Epstein agrees that we need some laws"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""16 Benchmarking is a critical part of an effective improvement program because it helps an organization identify outstanding levels of performance that have actually been achieved"", does the hypothesis ""Benchmarking is a very useless part of an effective improvement program "" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""you know i've like i'm really bad  nobody would want me on their team i'm the you know i'm the opposing teams best player so so to speak so"", does the hypothesis ""My team always wins"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""The other center has operated at Monroe High School in North Hills for two years and serves about 100 people each month, said Nancy Cervantes, an attorney for Neighborhood Legal Services"", does the hypothesis ""They did not have enough resources to serve more than a 100 people every month"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""and all the different stuff like that you know"", does the hypothesis ""All of the different things, you know"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""But K's indignant objection to hairsplitting a decade ago and his indignant sympathy for it now took no account of such nice distinctions"", does the hypothesis ""K still objects to hairsplitting to this day"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Federal Reserve researchers estimated that, as of the early 1990s, US investment including education and R and D had declined as a share of GDP since the 1970s"", does the hypothesis ""Federal Reserve researchers found that US investment has declined"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""The mansion's split-level library would make any bibliophile jealous"", does the hypothesis ""There were no book sin the mansion at all"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Before you leave the castle's Esplanade, be sure to see the small bronze fountain on the wall to the left of the entrance"", does the hypothesis ""There is a small fountain on the wall of the castle"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""and finally at around age thirty i i managed to keep some weight and not lose so much during the summer and i hover at a hundred fifty and i'm six one so"", does the hypothesis ""I can't keep weight on no matter what"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""yeah that's a lot of fun well yeah that's the same kind of thing like belly dancing you know you don't really realize that you're working as hard as you are"", does the hypothesis ""It is like belly dancing, where you don't realize you're working hard"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""we both decided on a Devonrex though it's sort of like a Sphinx it's a very short haired cat"", does the hypothesis ""The Devonrex is a very short haired cat"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Adrin smiled at her and raised his palms up"", does the hypothesis ""Adrin frowned at her and put his hands down"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""it's all part of the savings account we just keep track of it on paper uh you know a certain amount goes straight to the savings account we decide okay you know let's say it's a hundred dollars you know every month fifteen dollars is for car fund"", does the hypothesis ""Every month we keep track of our savings on paper and know a certain amount goes into savings"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Shiloh! León must have read something of Drew's blazing anger in his face, for the Mexican's mouth went a little slack and his hand came up in an involuntary gesture as if to ward off a blow"", does the hypothesis ""Leon raised his left hand in fear that Drew would strike him "" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""His life and achievements are celebrated at Horyuji, a large temple complex in southern Nara comprising forty buildings that became Japan's first UNESCO World Heritage Site"", does the hypothesis ""All of his works and achievements were forgotten by the people in southern Nara"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""oh that was a great one"", does the hypothesis ""I enjoyed it"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""You couldn't call it a suspicion, I murmured "", does the hypothesis ""You could call it a suspicion, I yelled"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""It has always been work--endless work"", does the hypothesis ""There is no work now and there never has been"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""In 1984, however, the paintings changed again, marking the start of decline"", does the hypothesis ""The deterioration began in 1984 as the works of art took yet a different attitude"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""They were put to death on his orders, but their earthy humour lives on in the puppet plays that became popular throughout Turkey, and especially in Bursa"", does the hypothesis ""Turkey has forgotten all about them "" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""In either case, my knees are ready"", does the hypothesis ""My knees are ready for it either way"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""His plan was a simple a symmetrical design with straight streets and grand squares"", does the hypothesis ""His plan was to make a simple design of straight streets to make it easier to get around"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""As a guess, this fraction could easily be in the neighborhood of onequarter to one-eighth"", does the hypothesis ""This fraction is less than a half "" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""The people of Egypt give thanks to the Nile, but they worship Allah, and the haunting intonations of the muezzin drift across city and farmland calling the faithful to prayer"", does the hypothesis ""The people of Egypt both worship Allah, and give thanks to the Nile River"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""But I did, my friend "", does the hypothesis ""My friend, but i did"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""A man like myself is bound to attract notice"", does the hypothesis ""A person of my stature will always attract stalkers"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""It's not an easy thing"", does the hypothesis ""It is difficult to do"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""The point of having a stock market, after all, is not so that people can buy Intel at 72 when it's on its way up and sell at 76 to reap a quick profit"", does the hypothesis ""Making a quick profit is not the main point of the stock market "" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""um-hum that come from her"", does the hypothesis ""That was born from her "" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Other differences between the unified budget and NIPA measures arise because NIPA focuses on current income and production within the United States"", does the hypothesis ""The unified budget is the same policy as the NIPA"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Acquisition of property, plant, and equipment (585) Acquisition of property, plant, and equipment through exchange (597) Appropriations (592) Borrowing from the public (596) Borrowing from Treasury, the Federal Financing Bank, or other Government accounts (596) Cancellation of debt (589) Contribution by the general fund to the SMI trust fund (594) Cost  difference between internal sales price (reimbursement) and full cost (593) Cost  difference between service cost of pensions (and other retirement benefits) less the"", does the hypothesis ""It costs hundreds of dollars and a proper license to acquire equipment"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""Connections among the island chains are poor, with the exception of the ports of Piraeus and Rafina on the Greek mainland, which serve as transportation hubs for those who wish to travel from one chain of islands to another"", does the hypothesis ""There are many different ferry and shipping services in Greece"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""I guess I'm ashamed to admit it, but I came over here determined to find her and fix it all up, and take her back as Mrs Julius P"", does the hypothesis ""My plan was to find her, patch things up and marry her"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Nobody's got it straight outta him yet"", does the hypothesis ""Nobody has got the full truth of the story from him yet"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""Neither was Slim"", does the hypothesis ""Neither was Slim"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Steel is the major hardware component for FGD systems"", does the hypothesis ""Steel is one of the few products in FGD systems"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""Arriving in 1608, the British took five years to get their foot in the Indian door, at the western port of Surat, north of Bombay"", does the hypothesis ""The British got their foot in the Indian door in 1613"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Our study, reported nationally by Randi Youells at the Conference of State Court Judges and Conference of State Court Administrators, also vividly illustrated what we do not know about our grantees' work - the difference it makes in clients' lives and how it has benefited the community"", does the hypothesis ""The study was reported by Youells"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Democrats will point out that the president's party usually loses dozens of congressional seats in his sixth year"", does the hypothesis ""In the sixth year of his term, the president's party loses seats in congress "" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""The message is that you should vote against Clinton not because he lied about sex but because he lies about everything"", does the hypothesis ""You shouldn't vote for Clinton because he's a liar "" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""But it wouldn't have made any difference if they'd been Wilson's the One, Theodore Roosevelt's Back Again, Franklin--That's All, and Nixon, Come Back"", does the hypothesis ""Difference probably wouldn't have been made if they'd been Wilson's The One, Roosevelt's Back Again, Franklin's That's All and Nixon's Back Again "" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""That band has been allocated for use by broadband Personal Communications Services (PCS) licensees"", does the hypothesis ""PCS licensees may use that band for broadcast"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Under my plan, sales taxes would only be not eliminated on certain socially desirable purchases, but also good shoppers would receive an anti-tax, a bonus for their beneficent purchases"", does the hypothesis ""My plan says that people will pay more tax on their beneficent purchases"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""It's silly that this is all such a guessing game"", does the hypothesis ""It's comical that this is a guessing game "" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Numbers have been dwindling due to the rapid development of recent decades, but the 87 hectares (215 acres) of palms here are protected from exploitation and damage"", does the hypothesis ""Most palms have been cut down for wood and to clear land for agriculture"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""7 billion per year (1997 dollars)"", does the hypothesis ""That 7 billion was worth more in 1990 dollars"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""There were lots of people"", does the hypothesis ""Many people were there"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""but us i mean we still we live more or less like you and our kids are grown up and they're gone so it's just the two of us and uh we tend to go out maybe once a week maybe once every other week something like that but we'll we'll go out for uh"", does the hypothesis ""Our children have gotten older and left"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""What is more I will move sky and earth to have the world accept them"", does the hypothesis ""I will do everything I can to make others accept them"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Not once in all the often breathless conversations I had with Isikoff over those weeks did I doubt for a minute that he believed Linda's story and the facts I was relaying to him regarding her ongoing documentation"", does the hypothesis ""I believed that Isikoff accepted Linda's version of events"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""and uh we we don't have any kids yet but i i feel the same way it's really tough to find something"", does the hypothesis ""I feel similarly in that it's quite rough finding something"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""As many of your readers may know--but Lawyer Feige apparently does not--the American Bar Association adopted a new code in 1983, known as the Model Rules of Professional Conduct"", does the hypothesis ""The Model Rules of Professional Conduct were adopted by the American Bar Association in 1983"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""The Malay aristocracy preferred to leave commerce to foreigners, principally to Tamil and Gujarati Indians, Javanese, and Chinese"", does the hypothesis ""The Malay aristocracy took control of commerce, expelling all foreigners"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""PBS's Nova is offering lots of bang-'em-up footage in its two-part series , ESCAPE!"", does the hypothesis ""Nova has a series about weather called ESCAPE!"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""Among the best are the 12th-century Pentecost dome in the nave and the central dome's 13th-century Ascension"", does the hypothesis ""The Pentecost dome was built with funding from the Vatican"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""Others argue that a competitive news environment is to blame"", does the hypothesis ""Others think it's due to a lax news environment"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""We want it to happen"", does the hypothesis ""We hope that it happens"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Also, a more prescriptive requirement for manufacturers to monitor the sales and distribution of retail establishments was not imposed because it would have imposed an additional cost of $85 million per year"", does the hypothesis ""The prescriptive requirement for manufacturers was imposed"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Near the hammam (baths), the Diwan-i-Khas (Hall of Private Audience) has rich carving and inlaid marble"", does the hypothesis ""The baths were well decorated for the audience"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""Central Lisbon covers the area from the waterfront, Bairro Alto, Lapa, and Avenida da Liberdade"", does the hypothesis ""Central Lisbon covers an extremely large area"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""That might not sound like a lot of money, but it's $186 many strapped local libraries don't have"", does the hypothesis ""Libraries do not have $168 to give out "" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Easter and the Totem(1953) collapses back to Totem Lesson 1 (1944)"", does the hypothesis ""Easter and the Totem traces back to Totem Lesson 1 of 10 years before"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""The tower is just over 18 m (60 ft) high, one for each year of Victoria's rule at the time of her Jubilee"", does the hypothesis ""There is no tower"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""okay for nothing that's where you problem comes in is because some people will work for nothing when other people won't"", does the hypothesis ""Everyone is paid equally"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""i agree there"", does the hypothesis ""I agree with your point on that issue"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""And look here at this photo"", does the hypothesis ""It was a very old, white and black photo"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""There was a strange gleam in her electric-blue eyes"", does the hypothesis ""There was a gleam in her blue-but-bloodshot eyes "" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""Further, OMB is required to periodically report to the Vice President on the agency submissions and governmentwide progress"", does the hypothesis ""OMB must report to the VP quarterly"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""What has allowed Intel to dominate its many competitors, who are perennially nipping at its heels with computer chips that are supposedly faster or cheaper, is that Intel does a much better job of making chips reliably and efficiently"", does the hypothesis ""Intel is good at making chips reliable and efficiently"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Starr is much more likely to be interested in Steele herself and in why she changed her story"", does the hypothesis ""Steele's story has never changed one bit"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""No detailed analysis of the impact on small entities was performed because of the relatively low cost of implementation estimated by EPA (for most manufacturers substantially less than 1 percent of sales the first year and considerably less in subsequent years; for non-manufacturers less than $1,000 for initial compliance)"", does the hypothesis ""A significantly detailed analysis was carried out because the EPA warned of an expensive burden on small entities"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Form a company for the stealing of diamond necklaces?"", does the hypothesis ""Start a diamond necklace-stealing company?"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""So am I! "", does the hypothesis ""So are she and I!"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""But Szwed overlooks a crucial distinction between Sun Ra and his forebears"", does the hypothesis ""There was a distinction between Sun Ra and his forebears"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""it's unreal the in-fighting it was it was just it's every day in the paper was like you know it was like saga like a like a"", does the hypothesis ""It is really tiresome hearing about the in-fighting every day"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""So it is not just compassionate to ensure that legal services of this type are available"", does the hypothesis ""These legal services should be available to all who need them"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""Thus began a period of prosperity which was only brought to a violent end in 614 when Persian armies invaded"", does the hypothesis ""The Persians caused everything to prosper even further"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Private and public gardens burst with orchids, bougainvillea, and jacarandas, while orchards heave with mangoes, passion fruit, watermelons, and avocados"", does the hypothesis ""The public and private gardens are filled with flowers, whilst the orchards are weighed down with fruit "" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""and uh it it really makes it look professional"", does the hypothesis ""It looks novice"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""(Click to read about Cook and ABA if you missed the previous link to it)"", does the hypothesis ""Click here to learn about Cook if you missed it "" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""The number of individuals seeking relief from the floods across South Texas increased by more than 1,000 Tuesday, bringing the total to 5,855, he said"", does the hypothesis ""Everyone in Texas avoided the flooding"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Learning was revered, games were played, and the poet was held in awe"", does the hypothesis ""The poet frowned upon education and any form of entertainment"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Inevitably, popular and authentic became chic and the ambience is now somewhat contested by higher rents and the change in character that guarantees"", does the hypothesis ""There has been no change in character, despite low rents"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""so that's not bad yeah"", does the hypothesis ""That is pretty bad"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Say? Tommy shrugged his shoulders"", does the hypothesis ""You say? Tommy nodded"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""The southern coastline of Jamaica has so far resisted the pressure from developers, partly because it has few main roads"", does the hypothesis ""The southern coastline of Jamaica only has a few main roads "" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""As agreed with the participants, the purpose of the discussion was not to reach a consensus, but rather to engage in an open, no attribution-based dialogue"", does the hypothesis ""An agreement was made with participants to ensure that the discussion would involve open dialogue"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""West Texas Legal Services, which works with clients in 106 counties including Tarrant, Lubbock, Midland and Potter, will get about $1"", does the hypothesis ""West Texas Legal Services will not receive very much money at all "" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Would an admission of lying about Monica weaken Clinton's claims in the other Starr matters?"", does the hypothesis ""It's clear an admission of lying would only give Clinton strength against all of Starr's matters -- who could disagree?"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""The austere facade of the 15th-century Eglise Saint-Jean-Baptiste, where the wedding was celebrated, doesn't prepare you for the characteristic Basque carved oak galleries to separate the various classes of worshippers on three sides of a single nave, with polychrome wooden vaulting and a three-tiered gilded-and-crimson Baroque altar"", does the hypothesis ""The Eglise Saint-Jean-Baptiste, though it looks plain on the outside, is astonishingly ornate on the inside"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""Testimony identified particular issues regarding agricultural workers who are permanent resident aliens and thus eligible for general representation"", does the hypothesis ""Permanent resident aliens are ineligible for general representation"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""If you decide to climb to the 442-m (1,450-ft) summit, the Snake Path facing the Dead Sea is long and hard (an hour or so for the climb up), but the Bank Path on the western side of the mountain is much easier"", does the hypothesis ""The summit is 442m, the Bank Path is an easier route"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""yeah a lot of kids kids and the cousins really get along with each other they're all young they're all i"", does the hypothesis ""Some of the cousins fight"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Come on, it's all right"", does the hypothesis ""It's not right "" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""and u h it was it was a pretty neat little program we'd just go out and they would buy a plot of land and contractors and builders and everybody else would donate their their time"", does the hypothesis ""It was not such a great program and nobody ever wanted to donate their time"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""At the eastern end of the Tuileries stands the pink Arc de Triomphe du Carrousel, roughly contemporary with the larger arch at the Etoile, visible in a straight line beyond the Obelisk"", does the hypothesis ""The Arc de Triomphe du Carrousel is situated on the western end of the Tuileries"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""With an onionskin-thin budget several years back, Legal Services of Eastern Oklahoma, the area's largest law firm to the poor, nearly became Lip Service of Eastern Oklahoma"", does the hypothesis ""The lawyers working for Legal Services of Eastern Oklahoma are among the most passionate about social justice that you'll ever find"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""This unique light brings a phosphorescence to the most commonplace little square or side street"", does the hypothesis ""This area is particularly shaded and dreary at all times"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""He also stated that section 330 imposes a 1-year freeze on the ability of NHTSA to increase the CAFE standards and that it was my intent that NHTSA would withhold any further action directed toward increasing CAFE standards    Id"", does the hypothesis ""Section 330 froze NHTSA's ability to lower  CAFE standards"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""The botanical term refers to the two-winged fruit (similar to the  key  of the common sycamore) borne by a large number of the forest's tallest trees"", does the hypothesis ""The smaller trees in the forest do not bear two-winged fruit"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""As long as there are still US workers paying payroll taxes (and if there aren't, we'll have many far bigger problems), these can cover at least partial benefits"", does the hypothesis ""Workers paying taxes isn't enough to keep paying benefits"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""belt loops and uh i just i decided to stay home with with her and we're we're expecting our second child any day now in fact i'm past due  well so so i just so we've been real pleased that our that that i that i haven't to to use the  we haven't had to use day care but because what we found we just didn't like at all"", does the hypothesis ""I decided to be a stay at home mom because daycares are so scary"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""According to my sources, he recently stunned his curators by proposing to fill the galleries with potted plants (they draw bugs--no good for paintings)"", does the hypothesis ""He suggested to fill the galleries with cats"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""The peaceful atrium nurtures primitive plants, several of which have evolved over a period of 100 million years"", does the hypothesis ""The atrium can't sustain life"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Following dechlorination, total residual chlorine should not exceed 001 mg/L"", does the hypothesis ""Residual chlorine should always exceed 001 mg/L after dechlorination "" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, "" Sangria, rather like punch, is a popular thirst-quenching refresher, especially in summer"", does the hypothesis ""Sangria is typically drunk in winter"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""it was it was talk nice talking to you too"", does the hypothesis ""I was nice talking with you, time for you to leave"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""what to do with the money that you save"", does the hypothesis ""What have you done with the money that you've saved?"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""oh no nobody has nobody has a non gifted child"", does the hypothesis ""Every child is special in some way "" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""They shouldn't have needed to torture the crone"", does the hypothesis ""Torture should not have been used"" represent entailment, contradiction, or neutrality?",entailment,mnli
"For the statement, ""The analysis indicates that the rule will apply to 5,129, rather than 5,130, general, short-term, acute care hospitals"", does the hypothesis ""The analysis shows that the rule affects over 6,000 hospitals"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""Whether that's by design or disinformation on the part of their nonjournalist Microsoft bosses, I can't tell"", does the hypothesis ""Microsoft bosses have no clue about journalistic standards"" represent entailment, contradiction, or neutrality?",neutral,mnli
"For the statement, ""The most famous building in the village is the 17th-century Town End Yeoman's Farmhouse"", does the hypothesis ""There is a 17th-century farmhouse in the village, but no one really takes note of it"" represent entailment, contradiction, or neutrality?",contradiction,mnli
"For the statement, ""well that's lucky"", does the hypothesis ""You were in the right place at the right time"" represent entailment, contradiction, or neutrality?",neutral,mnli
